,image_id,rx,ry,rz,tx,ty,tz
0,0.0,-0.17874964297935997,0.02507386849056455,-0.06743212332888325,-3.555149312134948,-59.98386115354868,1074.572540560722
1,1.0,-0.3286325839270672,0.09208863900103945,-0.45506097209339247,-149.48091117027985,-42.98053109044955,900.0783177422933
2,2.0,-0.11671862810545232,0.01291856414459326,0.006061150250158348,-172.2751029978015,-54.17121834520907,916.7703384220022
3,3.0,-0.09502363462091347,0.2717994824238909,0.6340940803278382,22.310110749210722,-131.82248559939057,973.1036961117018
4,4.0,-0.4630872904096226,-0.01742780494334049,-0.014258820688643682,-158.64352641728942,-88.23019832775178,1163.012662370423
5,5.0,0.07433058680308025,-0.16440079485822803,0.2705777747339218,-82.0921549621322,-102.94501811497432,986.3458234168114
6,6.0,0.05603447873667698,-0.09950839263942735,-0.0628507330869925,-146.284604668555,-13.287685294105604,908.2121327480264
7,7.0,-0.23933386165875092,-0.11299899315010117,1.1721564619826939,17.919204342134815,-106.43114947219496,1112.2907392883808
8,8.0,-0.43701322671762377,0.028575751104512652,0.04506025010947019,-62.664052434189266,-27.903996022946732,900.415091532302
9,9.0,-0.4443432222516325,0.054720619142119245,0.11050541167717828,-66.15141773324504,-90.08644204292409,1178.219638601211
10,10.0,-0.18735135352176968,0.44266715061589385,0.4244616800620896,48.14968950104797,-106.68143608174921,869.0816578864245
11,11.0,-0.07289252523153948,-0.08294966788797489,-0.2907302790343224,-71.3584797614797,15.238808516041296,1005.91766572929
12,12.0,-0.33487660889383714,0.2799626867730282,0.07237495321405925,-125.39774319464034,-45.65981075566194,972.5664881284436
